"","Movie","budget","dom_gross","year","month","day","RT_title","RT_aud_score","RT_crit_score","RT_runtime","RT_cast1","RT_cast2","RT_cast3","imdb_id","Metascore","Language","Director","Genre","imdbRating","imdbVotes","mpaa_kid","mpaa_adult","Holiday","DayOfWeek"
"2025","The Perfect Man",10000000,16535005,2005,6,17,"The Perfect Man",59,6,100,"Hilary Duff","Heather Locklear","Chris Noth","tt0380623",27,"English","Mark Rosman","Comedy, Family, Romance",5.4,17898,1,0,0,4
"2026","Kung Pow: Enter the Fist",10000000,16033556,2002,1,25,"Kung Pow! Enter the Fist",68,11,81,"Steve Oedekerk","Fei Lung","Leo Lee","tt0240468",14,"English","Steve Oedekerk","Action, Comedy",6.1,32212,1,0,0,4
"2027","Wrong Turn",10000000,15417771,2003,5,30,"Wrong Turn",55,41,95,"Desmond Harrington","Eliza Dushku","Emmanuelle Chriqui","tt0295700",32,"English","Rob Schmidt","Horror, Thriller",6.1,67867,0,1,0,4
"2028","The Corruptor",10000000,15164492,1999,3,12,"The Corruptor",44,49,110,"Yun-Fat Chow","Mark Wahlberg","Ric Young","tt0142192",56,"English, Cantonese","James Foley","Action, Crime, Drama",6,13494,0,1,0,4
"2029","The Goods: Live Hard, Sell Hard",10000000,15122676,2009,8,14,"The Goods: Live Hard, Sell Hard",37,27,89,"Jeremy Piven","Ving Rhames","Ed Helms","tt1092633",39,"English","Neal Brennan","Comedy",5.8,15736,0,1,0,4
"2030","Hey Arnold! The Movie",10000000,13684949,2002,6,28,"Hey Arnold! The Movie",37,29,76,"Spencer Klein","Francesca Marie Smith","Jamil Walker Smith","tt0314166",47,"English","Tuck Tucker","Animation, Adventure, Comedy",5.8,3264,1,0,0,4
"2031","The Matador",10000000,12589255,2005,12,30,"The Matador",66,76,97,"Pierce Brosnan","Greg Kinnear","Hope Davis","tt0365485",65,"English, Spanish","Richard Shepard","Comedy, Crime, Drama",6.9,36881,0,1,1,4
"2032","The Gift",10000000,12008642,2000,12,19,"The Gift",56,57,112,"Cate Blanchett","Giovanni Ribisi","Keanu Reeves","tt0219699",62,"English","Sam Raimi","Crime, Drama, Fantasy",6.7,43410,0,1,0,1
"2033","End of the Spear",10000000,11748661,2006,1,20,"End of the Spear",82,40,112,"Louie Leonardo","Chad Allen","Chase Ellison","tt0399862",45,"English, Spanish","Jim Hanon","Adventure, Drama",7,3866,1,0,0,4
"2034","Get Over It",10000000,11560259,2001,3,9,"Get Over It",53,44,87,"Kirsten Dunst","Ben Foster","Melissa Sagemiller","tt0192071",52,"English","Tommy O'Haver","Comedy, Romance",5.8,13520,1,0,0,4
"2035","Office Space",10000000,10827813,1999,2,19,"Office Space",93,79,90,"Ron Livingston","Jennifer Aniston","David Herman","tt0151804",68,"English","Mike Judge","Comedy",7.9,160883,0,1,0,4
"2036","Le Violon rouge",10000000,10019109,1999,6,11,"The Red Violin (Le violon rouge)",92,73,130,"Samuel L. Jackson","Don McKellar","Carlo Cecchi","tt0120802",57,"French, English, Mandarin, Italian, German","François Girard","Drama, Romance, Mystery",7.8,22889,0,1,0,4
"2037","Very Bad Things",10000000,9949470,1998,11,25,"Very Bad Things",58,44,111,"Christian Slater","Cameron Diaz","Daniel Stern","tt0124198",31,"English","Peter Berg","Comedy, Crime, Thriller",6.3,34959,0,1,1,2
"2038","Sleepover",10000000,9408183,2004,7,9,"Sleepover",55,15,89,"Alexa Vega","Mika Boorem","Scout Taylor-Compton","tt0368975",33,"English","Joe Nussbaum","Comedy",5.1,9901,1,0,0,4
"2039","Movie 43",10000000,8840453,2013,1,25,"Movie 43",25,4,97,"Kate Winslet","Hugh Jackman","Liev Schreiber","tt1333125",18,"English","Elizabeth Banks, Steven Brill, Steve Carr, Rusty Cundieff, James Duffy, Griffin Dunne, Peter Farrelly, Patrik Forsberg, Will Graham, James Gunn, Brett Ratner, Jonathan van Tulleken, Bob Odenkirk","Comedy",4.4,53606,0,1,0,4
"2040","Dirty Pretty Things",10000000,8112414,2003,7,18,"Dirty Pretty Things",83,94,107,"Audrey Tautou","Chiwetel Ejiofor","Sergi Lopez","tt0301199",78,"English, Somali, Spanish, French","Stephen Frears","Crime, Drama, Thriller",7.4,28798,0,1,0,4
"2041","Over Her Dead Body",10000000,7570127,2008,2,1,"Over Her Dead Body",43,15,95,"Eva Longoria","Paul Rudd","Lake Bell","tt0785007",30,"English","Jeff Lowell","Comedy, Fantasy, Romance",5.2,18124,1,0,0,4
"2042","Bones",10000000,7316658,2001,10,24,"Bones",40,21,95,"Snoop Dogg","Pam Grier","Michael T. Weiss","tt0166110",42,"English, French, Spanish","Ernest R. Dickerson","Crime, Horror",4,4921,0,1,0,2
"2043","Turistas",10000000,7027762,2006,12,1,"Turistas (Paradise Lost)",28,17,94,"Josh Duhamel","Melissa George","Olivia Wilde","tt0454970",36,"English, Portuguese","John Stockwell","Horror, Mystery, Thriller",5.3,26609,0,1,0,4
"2044","American History X",10000000,6719864,1998,10,30,"American History X",96,82,118,"Edward Norton","Edward Furlong","Fairuza Balk","tt0120586",62,"English","Tony Kaye","Crime, Drama",8.6,540076,0,1,0,4
"2045","The Straight Story",10000000,6197866,1999,10,15,"The Straight Story",91,96,111,"Richard Farnsworth","Sissy Spacek","Harry Dean Stanton","tt0166896",86,"English","David Lynch","Biography, Drama",8,53918,1,0,0,4
"2046","Deuces Wild",10000000,6044618,2002,5,3,"Deuces Wild",52,3,97,"Stephen Dorff","Brad Renfro","Fairuza Balk","tt0231448",16,"English","Scott Kalvert","Action, Crime, Drama",5.6,5513,0,1,0,4
"2047","Run, Fatboy, Run",10000000,6003262,2008,3,22,"Run Fatboy Run",64,47,102,"Simon Pegg","Thandie Newton","Hank Azaria","tt0425413",48,"English","David Schwimmer","Comedy, Romance, Sport",6.7,49531,1,0,0,5
"2048","Rescue Dawn",10000000,5490423,2007,7,4,"Rescue Dawn",74,90,120,"Christian Bale","Steve Zahn","Jeremy Davies","tt0462504",77,"English","Werner Herzog","Adventure, Biography, Drama",7.4,68850,1,0,1,2
"2049","I am Love",10000000,5005465,2010,6,18,"I Am Love",68,80,120,"Tilda Swinton","Flavio Parenti","Edoardo Gabbriellini","tt1226236",79,"Italian, Russian, English","Luca Guadagnino","Drama, Romance",7,10271,0,1,0,4
"2050","On the Line",10000000,4365455,2001,10,26,"On the Line",49,19,85,"Lance Bass","Joey Fatone","Emmanuelle Chriqui","tt0279286",34,"English","Eric Bross","Comedy, Family, Romance",4,3384,1,0,0,4
"2051","Crash",10000000,3357324,1996,10,4,"Crash",62,58,98,"James Spader","Holly Hunter","Elias Koteas","tt0115964",47,"English, Swedish","David Cronenberg","Drama, Thriller",6.3,33973,0,1,0,4
"2052","The Limey",10000000,3193102,1999,10,8,"The Limey",79,93,89,"Terence Stamp","Peter Fonda","Lesley Ann Warren","tt0165854",73,"English","Steven Soderbergh","Crime, Drama, Mystery",7.1,21453,0,1,0,4
"2053","The House of Mirth",10000000,3041803,2000,12,22,"The House of Mirth",72,81,143,"Gillian Anderson","Eric Stoltz","Dan Aykroyd","tt0200720",78,"English, French","Terence Davies","Romance, Drama",7,5702,1,0,0,4
"2054","Bamboozled",10000000,2185266,2000,10,6,"Bamboozled",75,48,135,"Damon Wayans","Savion Glover","Jada Pinkett Smith","tt0215545",50,"English","Spike Lee","Comedy, Drama, Music",6.4,7721,0,1,0,4
"2055","A Better Life",10000000,1759252,2011,6,24,"A Better Life",79,84,98,"Guillaume Canet","Leila Bekhti","Slimane Khettabi","tt1554091",64,"English, Spanish","Chris Weitz","Drama",7.2,10784,1,0,1,4
"2056","Gun Shy",10000000,1638202,2000,2,4,"Gun Shy",37,24,102,"Liam Neeson","Oliver Platt","Sandra Bullock","tt0171356",42,"English","Eric Blakeney","Comedy, Crime, Romance",5.6,5233,0,1,0,4
"2057","Nicholas Nickleby",10000000,1562800,2002,12,27,"Nicholas Nickleby",76,77,132,"Jamie Bell","Jim Broadbent","Tom Courtenay","tt0309912",71,"English","Douglas McGrath","Drama, Romance",7.3,7759,1,0,1,4
"2058","The Joneses",10000000,1475746,2010,4,16,"The Joneses",46,62,93,"David Duchovny","Demi Moore","Amber Heard","tt1285309",55,"English","Derrick Borte","Comedy, Drama",6.5,26975,0,1,0,4
"2059","Krrish",10000000,1430721,2006,6,23,"Krrish",72,100,172,"Hrithik Roshan","Priyanka Chopra","Rekha","tt0432637",68,"Hindi, English, Cantonese","Rakesh Roshan","Action, Adventure, Romance",6.3,7759,0,1,0,4
"2060","Cecil B. Demented",10000000,1276984,2000,8,11,"Cecil B. Demented",68,52,90,"Melanie Griffith","Stephen Dorff","Alicia Witt","tt0173716",57,"English","John Waters","Comedy, Crime, Thriller",6.2,10227,0,1,0,4
"2061","Owning Mahowny",10000000,1011054,2003,5,2,"Owning Mahowny",76,79,104,"Philip Seymour Hoffman","Minnie Driver","Maury Chaykin","tt0285861",70,"English","Richard Kwietniowski","Crime, Thriller, Drama",7.1,8425,0,1,0,4
"2062","Adventureland",9800000,16044025,2009,4,3,"Adventureland",60,89,106,"Jesse Eisenberg","Kristen Stewart","Martin Starr","tt1091722",76,"English","Greg Mottola","Comedy, Drama, Romance",6.9,105374,0,1,0,4
"2063","The Lost City",9600000,2484186,2006,4,28,"The Lost City",64,25,143,"Andy Garcia","Dustin Hoffman","Bill Murray","tt0343996",47,"English, Spanish","Andy Garcia","Drama",6.7,7654,0,1,0,4
"2064","Next Friday",9500000,57176582,2000,1,12,"Next Friday",77,20,98,"Ice Cube","Mike Epps","Justin Pierce","tt0195945",41,"English","Steve Carr","Comedy",5.9,19128,0,1,0,2
"2065","The Runaways",9500000,3573673,2010,3,19,"The Runaways",55,69,107,"Kristen Stewart","Dakota Fanning","Michael Shannon","tt1017451",65,"English","Floria Sigismondi","Biography, Drama, Music",6.6,31430,0,1,0,4
"2066","Volver",9400000,12899867,2006,11,3,"Volver",89,92,120,"Penelope Cruz","Carmen Maura","Lola Duenas","tt0441909",84,"Spanish","Pedro Almodóvar","Comedy, Crime, Drama",7.6,61695,0,1,0,4
"2067","Melancholia",9400000,3030848,2011,11,11,"Melancholia",67,77,135,"Kirsten Dunst","Alexander Skarsgard","Kiefer Sutherland","tt1527186",80,"English","Lars von Trier","Drama, Sci-Fi",7.1,92364,0,1,1,4
"2068","The Texas Chainsaw Massacre",9000000,80571655,2003,10,17,"The Texas Chainsaw Massacre",58,36,97,"Jessica Biel","Jonathan Tucker","Erica Leerhsen","tt0324216",38,"English","Marcus Nispel","Horror",6.2,86825,0,1,0,4
"2069","The Strangers",9000000,52597610,2008,5,30,"The Strangers",47,45,85,"Liv Tyler","Scott Speedman","Gemma Ward","tt0482606",47,"English","Bryan Bertino","Horror, Mystery, Thriller",6.2,73151,0,1,0,4
"2070","The Best Man",9000000,34102780,1999,10,22,"The Best Man",88,72,120,"Taye Diggs","Nia Long","Morris Chestnut","tt0168501",61,"English","Malcolm D. Lee","Comedy, Drama",6.5,4627,0,1,0,4
"2071","Down to You",9000000,20035310,2000,1,21,"Down to You",50,3,91,"Joanna Adler","Freddie Prinze Jr.","Julia Stiles","tt0186975",13,"English, French","Kris Isacsson","Romance, Comedy, Drama",4.8,10267,1,0,0,4
"2072","Harold & Kumar Go to White Castle",9000000,18225165,2004,7,30,"Harold & Kumar Go to White Castle",80,74,88,"John Cho","Kal Penn","Paula Garces","tt0366551",64,"English, Hindi","Danny Leiner","Adventure, Comedy",7.2,127291,0,1,0,4
"2073","The Contender",9000000,17804273,2000,10,13,"The Contender",73,76,126,"Joan Allen","Gary Oldman","Jeff Bridges","tt0208874",59,"English","Rod Lurie","Drama, Thriller",7,18311,0,1,0,4
"2074","Boiler Room",9000000,16963963,2000,2,18,"Boiler Room",79,67,119,"Giovanni Ribisi","Vin Diesel","Nia Long","tt0181984",63,"English, Russian","Ben Younger","Crime, Drama, Thriller",7,34897,0,1,0,4
"2075","Breakin' All the Rules",9000000,12232382,2004,5,14,"Breakin' All the Rules",58,31,86,"Jamie Foxx","Gabrielle Union","Morris Chestnut","tt0349169",46,"English","Daniel Taplitz","Comedy, Romance",5.5,3709,1,0,0,4
"2076","Glee: The 3D Concert Movie",9000000,11862398,2011,8,10,"Glee: The 3D Concert Movie",65,60,84,"Dianna Agron","Chris Colfer","Darren Criss","tt1922612",48,"English","Kevin Tancharoen, Jennifer Arnold","Documentary, Music",5.3,4295,1,0,0,2
"2077","Henry V",9000000,10161099,1989,11,8,"Henry V",90,100,138,"Kenneth Branagh","Derek Jacobi","Brian Blessed","tt0097499",83,"English, French","Kenneth Branagh","Action, Biography, Drama",7.8,19884,1,0,0,2
"2078","The Savages",9000000,6623082,2007,11,28,"The Savages",74,89,114,"Laura Linney","Philip Seymour Hoffman","Philip Bosco","tt0775529",85,"English, German, Cantonese","Tamara Jenkins","Comedy, Drama",7.2,28208,0,1,0,2
"2079","Chasing Papi",9000000,6126237,2003,4,16,"Chasing Papi",40,14,80,"Roselyn Sanchez","Sofia Vergara","Jaci Velasquez","tt0323572",33,"German, English, Spanish","Linda Mendoza","Comedy, Romance",4.7,2973,1,0,0,2
"2080","The Way of the Gun",9000000,6047856,2000,9,8,"The Way of the Gun",71,48,119,"Ryan Phillippe","Benicio Del Toro","James Caan","tt0202677",49,"English, Spanish","Christopher McQuarrie","Action, Crime, Drama",6.7,24567,0,1,0,4
"2081","Hamlet 2",9000000,4886216,2008,8,22,"Hamlet 2",55,62,92,"Steve Coogan","Catherine Keener","David Arquette","tt1104733",54,"English, Spanish","Andrew Fleming","Comedy, Music",6.4,14034,0,1,0,4
"2082","Igby Goes Down",9000000,4777465,2002,9,13,"Igby Goes Down",81,76,104,"Kieran Culkin","Susan Sarandon","Jeff Goldblum","tt0280760",72,"English","Burr Steers","Comedy, Drama",7,26705,0,1,0,4
"2083","The Ultimate Gift",9000000,3438735,2007,3,9,"The Ultimate Gift",85,32,117,"Drew Fuller","James Garner","Ali Hillis","tt0482629",49,"English, Spanish","Michael O. Sajbel","Drama, Family",7.4,11124,1,0,0,4
"2084","Beautiful",9000000,3134509,2000,9,29,"Beautiful",55,16,112,"Minnie Driver","Joey Lauren Adams","Hallie Kate Eisenberg","tt0210567",23,"English","Sally Field","Drama, Comedy",5.2,2884,1,0,0,4
"2085","Gracie",9000000,2956339,2007,6,1,"Gracie",58,60,96,"Carly Schroeder","Elisabeth Shue","Dermot Mulroney","tt0441007",52,"English","Davis Guggenheim","Biography, Drama, Sport",6.2,3221,1,0,0,4
"2086","Trust the Man",9000000,1530535,2006,8,18,"Trust the Man",35,27,128,"David Duchovny","Julianne Moore","Billy Crudup","tt0427968",43,"English","Bart Freundlich","Comedy, Drama, Romance",5.8,7240,0,1,0,4
"2087","Undiscovered",9000000,1069318,2005,8,26,"Undiscovered",48,7,98,"Pell James","Steven Strait","Kip Pardue","tt0434424",29,"English, Japanese, Spanish","Meiert Avis","Comedy, Music, Romance",4.1,2472,1,0,0,4
"2088","Velvet Goldmine",9000000,1053788,1998,11,6,"Velvet Goldmine",81,56,119,"Ewan McGregor","Jonathan Rhys Meyers","Toni Collette","tt0120879",65,"English","Todd Haynes","Drama, Music",7,22966,0,1,0,4
"2089","Awake",8600000,14373825,2007,11,30,"Awake",55,23,84,"Hayden Christensen","Jessica Alba","Terrence Howard","tt0211933",33,"English, Japanese","Joby Harold","Crime, Mystery, Thriller",6.5,53574,0,1,0,4
"2090","Crazy Heart",8500000,39471742,2009,12,16,"Crazy Heart",76,91,112,"Jeff Bridges","Maggie Gyllenhaal","Robert Duvall","tt1263670",83,"English, Spanish","Scott Cooper","Drama, Music, Romance",7.3,51100,0,1,0,2
"2091","Star Wars: The Clone Wars",8500000,35161554,2008,8,15,"Star Wars: The Clone Wars",39,18,98,"Matt Lanter","Ashley Eckstein","James Arnold Taylor","tt1185834",35,"English","Dave Filoni","Animation, Action, Adventure",5.7,31262,1,0,0,4
"2092","The Lost Boys",8500000,32222567,1987,7,31,"The Lost Boys",86,75,97,"Jason Patric","Corey Haim","Dianne Wiest","tt0093437",63,"English","Joel Schumacher","Comedy, Horror",7.2,72231,0,1,0,4
"2093","Election",8500000,14943582,1999,4,23,"Election",79,92,102,"Matthew Broderick","Reese Witherspoon","Chris Klein","tt0126886",83,"English, Spanish","Alexander Payne","Comedy, Drama",7.3,61933,0,1,0,4
"2094","The Namesake",8500000,13610521,2007,3,9,"The Namesake",79,86,122,"Kal Penn","Tabu","Irfan Khan","tt0433416",82,"English, Hindi, Bengali, French","Mira Nair","Drama",7.6,14331,1,0,0,4
"2095","Club Dread",8500000,5001655,2004,2,27,"Club Dread",44,29,103,"Bill Paxton","Jay Chandrasekhar","Kevin Heffernan","tt0331953",45,"English","Jay Chandrasekhar","Comedy, Horror, Thriller",5.6,20276,0,1,0,4
"2096","Bright Star",8500000,4444637,2009,9,17,"Bright Star",69,83,119,"Ben Whishaw","Abbie Cornish","Kerry Fox","tt0810784",81,"English, French","Jane Campion","Biography, Drama, Romance",7,17074,1,0,0,3
"2097","Glitter",8500000,4273372,2001,9,21,"Glitter",46,7,104,"Mariah Carey","Max Beesley","Terrence Howard","tt0118589",14,"English","Vondie Curtis-Hall","Music, Romance",2.1,17383,1,0,0,4
"2098","My Name is Khan",8470000,4046336,2010,2,12,"My Name Is Khan",82,80,145,"Shahrukh Khan","Kajol","Tanay Chheda","tt1188996",50,"Hindi, Urdu, English","Karan Johar","Drama, Romance, Thriller",7.8,37368,1,0,0,4
"2099","The Wind That Shakes the Barley",8300000,1829142,2007,3,16,"The Wind That Shakes the Barley",87,88,126,"Cillian Murphy","Liam Cunningham","Padraic Delaney","tt0460989",82,"English, Irish, Latin","Ken Loach","Drama, History, War",7.6,30252,1,0,0,4
"2100","Pulp Fiction",8000000,107928762,1994,10,14,"Pulp Fiction",96,94,154,"John Travolta","Samuel L. Jackson","Uma Thurman","tt0110912",94,"English, Spanish, French","Quentin Tarantino","Crime, Drama, Thriller",9,895306,0,1,0,4
"2101","Little Miss Sunshine",8000000,59891098,2006,7,26,"Little Miss Sunshine",91,91,110,"Greg Kinnear","Toni Collette","Steve Carell","tt0449059",80,"English","Jonathan Dayton, Valerie Faris","Adventure, Comedy, Drama",7.9,275566,0,1,0,2
"2102","Easy A",8000000,58401464,2010,9,17,"Easy A",77,85,92,"Emma Stone","Penn Badgley","Amanda Bynes","tt1282140",72,"English","Will Gluck","Comedy, Romance",7.2,179782,1,0,0,4
"2103","28 Days Later...",8000000,45064915,2003,6,27,"28 Days Later",85,87,108,"Cillian Murphy","Naomie Harris","Brendan Gleeson","tt0289043",73,"English, Spanish","Danny Boyle","Horror, Sci-Fi, Thriller",7.7,229068,0,1,0,4
"2104","50/50",8000000,35016118,2011,9,30,"50/50",88,93,100,"Joseph Gordon-Levitt","Seth Rogen","Anna Kendrick","tt1306980",72,"English","Jonathan Levine","Comedy, Drama",7.8,203896,0,1,0,4
"2105","Brown Sugar",8000000,27362712,2002,10,11,"Brown Sugar",91,66,109,"Taye Diggs","Sanaa Lathan","Mos Def","tt0297037",58,"English","Rick Famuyiwa","Romance, Comedy, Drama",6.4,4525,1,0,0,4
"2106","The Player",8000000,21706101,1992,4,10,"The Player",85,98,124,"Tim Robbins","Greta Scacchi","Fred Ward","tt0105151",86,"English","Robert Altman","Comedy, Crime, Drama",7.7,34563,0,1,0,4
"2107","Akeelah and the Bee",8000000,18848430,2006,4,28,"Akeelah and the Bee",81,84,112,"Laurence Fishburne","Angela Bassett","Keke Palmer","tt0437800",72,"English","Doug Atchison","Drama",7.5,12820,1,0,0,4
"2108","Drive Me Crazy",8000000,17843379,1999,10,1,"Drive Me Crazy",53,28,91,"Melissa Joan Hart","Adrian Grenier","Susan May Pratt","tt0164114",42,"English","John Schultz","Comedy, Drama, Romance",5.5,11321,1,0,0,4
"2109","Half Baked",8000000,17394881,1998,1,16,"Half Baked",82,29,82,"Dave Chappelle","Guillermo Diaz","Jim Breuer","tt0120693",16,"English, Turkish","Tamra Davis","Comedy, Crime",6.7,39474,0,1,0,4
"2110","That Awkward Moment",8000000,16848035,2014,1,31,"That Awkward Moment",56,22,94,"Zac Efron","Michael B. Jordan","Miles Teller","tt1800246",36,"English","Tom Gormican","Comedy, Romance",6.1,3325,0,1,0,4
"2111","American Psycho",8000000,15070285,2000,4,14,"American Psycho",85,67,97,"Christian Bale","Willem Dafoe","Jared Leto","tt0144084",64,"English, Spanish, Cantonese","Mary Harron","Crime, Drama",7.6,258069,0,1,0,4
"2112","See No Evil",8000000,15032800,2006,5,19,"See No Evil",51,8,83,"Glen Jacobs","Kane","Christina Vidal","tt0437179",17,"English","Gregory Dark","Horror, Thriller",5.1,17503,0,1,0,4
"2113","The Boondock Saints 2: All Saints Day",8000000,10273187,2009,10,30,"The Boondock Saints II: All Saints Day",58,23,87,"Sean Patrick Flanery","Norman Reedus","Billy Connolly","tt1300851",24,"English, Italian, Spanish","Troy Duffy","Action, Comedy, Crime",6.4,42307,0,1,0,4
"2114","Prom",8000000,10130219,2011,4,29,"Prom",40,36,109,"Aimee Teegarden","Thomas McDonell","De'Vaughn Nixon","tt1604171",50,"English","Joe Nussbaum","Comedy, Drama",5.3,9556,1,0,0,4
"2115","Shadow of the Vampire",8000000,8279017,2000,12,29,"Shadow of the Vampire",74,81,93,"John Malkovich","Willem Dafoe","Cary Elwes","tt0189998",71,"English, German, Luxembourgish","E. Elias Merhige","Drama, Horror",6.9,29588,0,1,0,4
"2116","It's Kind of a Funny Story",8000000,6363628,2010,10,8,"It's Kind of a Funny Story",66,59,101,"Keir Gilchrist","Zach Galifianakis","Emma Roberts","tt0804497",63,"English","Anna Boden, Ryan Fleck","Comedy, Drama, Romance",7.2,75497,1,0,0,4
"2117","Woman on Top",8000000,5018450,2000,9,22,"Woman on Top",43,34,83,"Penelope Cruz","Murilo Benicio","Harold Perrineau Jr.","tt0206420",41,"English, Portuguese","Fina Torres","Comedy, Fantasy, Romance",5.2,7262,0,1,0,4
"2118","Held Up",8000000,4714090,2000,5,12,"Held Up",47,17,89,"Jamie Foxx","Nia Long","Barry Corbin","tt0165831",21,"English","Steve Rash","Comedy",5,2493,1,0,0,4
"2119","Another Year",8000000,3205706,2010,12,29,"Another Year",74,93,129,"Jim Broadbent","Lesley Manville","Ruth Sheen","tt1431181",80,"English","Mike Leigh","Comedy, Drama",7.3,19219,1,0,0,2
"2120","8 femmes",8000000,3076425,2002,9,20,"8 Women (8 Femmes)",76,79,103,"Catherine Deneuve","Isabelle Huppert","Emmanuelle Beart","tt0283832",64,"French, English","François Ozon","Musical, Comedy, Crime",7.1,20115,0,1,0,4
"2121","Clay Pigeons",8000000,1793359,1998,9,25,"Clay Pigeons",67,63,104,"Vince Vaughn","Janeane Garofalo","Joaquin Phoenix","tt0118863",46,"English","David Dobkin","Comedy, Crime",6.6,8629,0,1,0,4
"2122","Made in Dagenham",8000000,1095369,2010,11,19,"Made in Dagenham",75,80,113,"Sally Hawkins","Bob Hoskins","Miranda Richardson","tt1371155",65,"English","Nigel Cole","Biography, Comedy, Drama",7.2,8333,0,1,0,4
"2123","Swimming Pool",7800000,10130108,2003,7,4,"Swimming Pool",67,84,103,"Charlotte Rampling","Ludivine Sagnier","Charles Dance","tt0324133",70,"English, French","François Ozon","Thriller",6.8,29796,0,1,1,4
"2124","Driving Miss Daisy",7500000,106593296,1989,12,13,"Driving Miss Daisy",82,81,99,"Morgan Freeman","Jessica Tandy","Dan Aykroyd","tt0097239",81,"English, Hebrew","Bruce Beresford","Comedy, Drama",7.4,51563,1,0,0,2
"2125","Soul Food",7500000,43492389,1997,9,26,"Soul Food",86,80,114,"Vanessa L. Williams","Vivica A. Fox","Nia Long","tt0120169",68,"English","George Tillman Jr.","Comedy, Drama",6.8,4085,0,1,0,4
"2126","Rumble in the Bronx",7500000,32281907,1996,2,23,"Rumble in the Bronx",64,79,89,"Jackie Chan","Anita Mui","Bill Tung","tt0113326",61,"Cantonese, English","Stanley Tong","Action, Comedy, Crime",6.7,22126,0,1,0,4
"2127","Thank You For Smoking",7500000,24793509,2006,3,17,"Thank You For Smoking",87,86,95,"Aaron Eckhart","Maria Bello","Cameron Bright","tt0427944",71,"English","Jason Reitman","Comedy, Drama",7.7,164678,0,1,0,4
"2128","Pulse",7500000,20264436,2006,8,11,"Pulse",28,10,85,"Kristen Bell","Ian Somerhalder","Rick Gonzalez","tt0454919",27,"English","Jim Sonzero","Horror, Mystery, Sci-Fi",4.7,21992,1,0,0,4
"2129","Hostel: Part II",7500000,17544812,2007,6,8,"Hostel: Part II",39,44,95,"Lauren German","Roger Bart","Heather Matarazzo","tt0498353",46,"English, Slovak, Italian, Czech","Eli Roth","Horror",5.4,55757,0,1,1,4
"2130","An Education",7500000,12574914,2009,10,9,"An Education",80,94,101,"Peter Sarsgaard","Carey Mulligan","Alfred Molina","tt1174732",85,"English, French","Lone Scherfig","Drama",7.3,92061,1,0,0,4
"2131","Extract",7500000,10823158,2009,9,4,"Extract",38,63,90,"Jason Bateman","Mila Kunis","Kristen Wiig","tt1225822",61,"English","Mike Judge","Comedy, Crime, Romance",6.2,31152,0,1,0,4
"2132","Narc",7500000,10465659,2002,12,20,"Narc",80,83,105,"Ray Liotta","Jason Patric","Chi McBride","tt0272207",70,"English","Joe Carnahan","Crime, Drama, Thriller",7.3,29957,0,1,0,4
"2133","Shopgirl",7500000,10284523,2005,10,21,"Shopgirl",58,61,116,"Steve Martin","Claire Danes","Jason Schwartzman","tt0338427",62,"English, Japanese","Anand Tucker","Drama, Romance",6.5,19383,0,1,0,4
"2134","Crash",7303082,55334418,2005,5,6,"Wedding Crashers",70,75,119,"Owen Wilson","Vince Vaughn","Christopher Walken","tt0396269",64,"English","David Dobkin","Comedy, Romance",7,219817,0,1,0,4
"2135","Persepolis",7300000,4443403,2007,12,25,"Persepolis",92,96,95,"Chiara Mastroianni","Catherine Deneuve","Gena Rowlands","tt0808417",90,"French, English, Persian, German","Vincent Paronnaud, Marjane Satrapi","Animation, Biography, Drama",8,54614,1,0,1,1
"2136","Harry Brown",7300000,1818681,2010,4,30,"Harry Brown",75,64,103,"Michael Caine","Emily Mortimer","Charlie Creed-Miles","tt1289406",55,"English","Daniel Barber","Action, Crime, Drama",7.3,61193,0,1,0,4
"2137","The Omega Code",7200000,12610552,1999,10,15,"The Omega Code",29,8,99,"Casper Van Dien","Michael York","Catherine Oxenberg","tt0203408",14,"English","Robert Marcarelli","Action, Adventure, Fantasy",3.4,4449,1,0,0,4
"2138","Juno",7000000,143495265,2007,12,5,"Juno",88,94,96,"Ellen Page","Michael Cera","Jason Bateman","tt0467406",81,"English","Jason Reitman","Comedy, Drama, Romance",7.6,319829,1,0,0,2
"2139","Flashdance",7000000,90463574,1983,4,15,"Flashdance",63,30,94,"Jennifer Beals","Michael Nouri","Lilia Skala","tt0085549",35,"English","Adrian Lyne","Drama, Romance, Music",6,25707,0,1,0,4
"2140","Jumping the Broom",7000000,37295394,2011,5,6,"Jumping the Broom",60,56,112,"Angela Bassett","Paula Patton","Laz Alonso","tt1640484",56,"English","Salim Akil","Comedy, Drama",5.5,6326,1,0,0,4
"2141","My Dog Skip",7000000,34099640,2000,1,12,"My Dog Skip",68,73,95,"Frankie Muniz","Diane Lane","Luke Wilson","tt0156812",61,"English, German","Jay Russell","Drama, Family, Sport",7,14262,1,0,0,2
"2142","Darkness Falls",7000000,32539681,2003,1,24,"Darkness Falls",35,9,86,"Chaney Kley","Emma Caulfield","Lee Cormie","tt0282209",23,"English","Jonathan Liebesman","Horror, Thriller",4.9,21855,1,0,0,4
"2143","Definitely, Maybe",7000000,32241649,2008,2,14,"Definitely, Maybe",71,70,112,"Ryan Reynolds","Isla Fisher","Derek Luke","tt0832266",59,"English","Adam Brooks","Comedy, Drama, Romance",7.2,103751,1,0,0,3
